data,valor,serie,descricao
2021-10-01,4511956,20539,Concessoes de credito PF
2021-11-01,4597507,20539,Concessoes de credito PF
2021-12-01,4682852,20539,Concessoes de credito PF
2022-01-01,4682131,20539,Concessoes de credito PF
2022-02-01,4727818,20539,Concessoes de credito PF
2022-03-01,4794583,20539,Concessoes de credito PF
2022-04-01,4833732,20539,Concessoes de credito PF
2022-05-01,4889397,20539,Concessoes de credito PF
2022-06-01,4965603,20539,Concessoes de credito PF
2022-07-01,4999244,20539,Concessoes de credito PF
2022-08-01,5072711,20539,Concessoes de credito PF
2022-09-01,5164775,20539,Concessoes de credito PF
2022-10-01,5215990,20539,Concessoes de credito PF
2022-11-01,5285657,20539,Concessoes de credito PF
2022-12-01,5366069,20539,Concessoes de credito PF
2023-01-01,5373231,20539,Concessoes de credito PF
2023-02-01,5370950,20539,Concessoes de credito PF
2023-03-01,5424811,20539,Concessoes de credito PF
2023-04-01,5426307,20539,Concessoes de credito PF
2023-05-01,5453708,20539,Concessoes de credito PF
2023-06-01,5479459,20539,Concessoes de credito PF
2023-07-01,5484871,20539,Concessoes de credito PF
2023-08-01,5559063,20539,Concessoes de credito PF
2023-09-01,5625945,20539,Concessoes de credito PF
2023-10-01,5653808,20539,Concessoes de credito PF
2023-11-01,5711103,20539,Concessoes de credito PF
2023-12-01,5805157,20539,Concessoes de credito PF
2024-01-01,5794707,20539,Concessoes de credito PF
2024-02-01,5815954,20539,Concessoes de credito PF
2024-03-01,5899742,20539,Concessoes de credito PF
2024-04-01,5915538,20539,Concessoes de credito PF
2024-05-01,5953960,20539,Concessoes de credito PF
2024-06-01,6041898,20539,Concessoes de credito PF
2024-07-01,6069205,20539,Concessoes de credito PF
2024-08-01,6135298,20539,Concessoes de credito PF
2024-09-01,6216528,20539,Concessoes de credito PF
2024-10-01,6275117,20539,Concessoes de credito PF
2024-11-01,6365690,20539,Concessoes de credito PF
2024-12-01,6464602,20539,Concessoes de credito PF
