data,valor,serie,descricao
2018-06-01,2.22,15882,Carteira inadimplente total
2018-07-01,2.24,15882,Carteira inadimplente total
2018-08-01,2.23,15882,Carteira inadimplente total
2018-09-01,2.29,15882,Carteira inadimplente total
2018-10-01,2.27,15882,Carteira inadimplente total
2018-11-01,2.24,15882,Carteira inadimplente total
2018-12-01,2.17,15882,Carteira inadimplente total
2019-01-01,2.22,15882,Carteira inadimplente total
2019-02-01,2.14,15882,Carteira inadimplente total
2019-03-01,2.2,15882,Carteira inadimplente total
2019-04-01,2.2,15882,Carteira inadimplente total
2019-05-01,2.29,15882,Carteira inadimplente total
2019-06-01,2.21,15882,Carteira inadimplente total
2019-07-01,2.25,15882,Carteira inadimplente total
2019-08-01,2.28,15882,Carteira inadimplente total
2019-09-01,2.35,15882,Carteira inadimplente total
2019-10-01,2.38,15882,Carteira inadimplente total
2019-11-01,2.38,15882,Carteira inadimplente total
2019-12-01,2.35,15882,Carteira inadimplente total
2020-01-01,2.4,15882,Carteira inadimplente total
2020-02-01,2.47,15882,Carteira inadimplente total
2020-03-01,2.62,15882,Carteira inadimplente total
2020-04-01,2.81,15882,Carteira inadimplente total
2020-05-01,2.83,15882,Carteira inadimplente total
2020-06-01,2.62,15882,Carteira inadimplente total
2020-07-01,2.48,15882,Carteira inadimplente total
2020-08-01,2.34,15882,Carteira inadimplente total
2020-09-01,2.13,15882,Carteira inadimplente total
2020-10-01,2.04,15882,Carteira inadimplente total
2020-11-01,1.96,15882,Carteira inadimplente total
2020-12-01,1.85,15882,Carteira inadimplente total
2021-01-01,1.88,15882,Carteira inadimplente total
2021-02-01,1.89,15882,Carteira inadimplente total
2021-03-01,1.85,15882,Carteira inadimplente total
2021-04-01,1.9,15882,Carteira inadimplente total
2021-05-01,1.87,15882,Carteira inadimplente total
2021-06-01,1.76,15882,Carteira inadimplente total
2021-07-01,1.74,15882,Carteira inadimplente total
2021-08-01,1.79,15882,Carteira inadimplente total
2021-09-01,1.77,15882,Carteira inadimplente total
2021-10-01,1.79,15882,Carteira inadimplente total
2021-11-01,1.8,15882,Carteira inadimplente total
2021-12-01,1.77,15882,Carteira inadimplente total
2022-01-01,1.86,15882,Carteira inadimplente total
2022-02-01,1.89,15882,Carteira inadimplente total
2022-03-01,1.9,15882,Carteira inadimplente total
2022-04-01,1.93,15882,Carteira inadimplente total
2022-05-01,2.0,15882,Carteira inadimplente total
2022-06-01,1.97,15882,Carteira inadimplente total
2022-07-01,2.07,15882,Carteira inadimplente total
2022-08-01,2.08,15882,Carteira inadimplente total
2022-09-01,2.09,15882,Carteira inadimplente total
2022-10-01,2.19,15882,Carteira inadimplente total
2022-11-01,2.2,15882,Carteira inadimplente total
2022-12-01,2.24,15882,Carteira inadimplente total
2023-01-01,2.35,15882,Carteira inadimplente total
2023-02-01,2.42,15882,Carteira inadimplente total
2023-03-01,2.43,15882,Carteira inadimplente total
2023-04-01,2.56,15882,Carteira inadimplente total
2023-05-01,2.63,15882,Carteira inadimplente total
2023-06-01,2.61,15882,Carteira inadimplente total
2023-07-01,2.67,15882,Carteira inadimplente total
2023-08-01,2.65,15882,Carteira inadimplente total
2023-09-01,2.64,15882,Carteira inadimplente total
2023-10-01,2.66,15882,Carteira inadimplente total
2023-11-01,2.61,15882,Carteira inadimplente total
2023-12-01,2.68,15882,Carteira inadimplente total
2024-01-01,2.76,15882,Carteira inadimplente total
2024-02-01,2.78,15882,Carteira inadimplente total
2024-03-01,2.81,15882,Carteira inadimplente total
2024-04-01,2.85,15882,Carteira inadimplente total
2024-05-01,2.99,15882,Carteira inadimplente total
2024-06-01,3.07,15882,Carteira inadimplente total
2024-07-01,3.16,15882,Carteira inadimplente total
2024-08-01,3.23,15882,Carteira inadimplente total
2024-09-01,3.24,15882,Carteira inadimplente total
2024-10-01,3.26,15882,Carteira inadimplente total
2024-11-01,3.3,15882,Carteira inadimplente total
2024-12-01,3.34,15882,Carteira inadimplente total
