data,valor,serie,descricao
2015-01-01,206162,7384,Juros cartao de credito
2015-02-01,149828,7384,Juros cartao de credito
2015-03-01,189859,7384,Juros cartao de credito
2015-04-01,179223,7384,Juros cartao de credito
2015-05-01,175618,7384,Juros cartao de credito
2015-06-01,175261,7384,Juros cartao de credito
2015-07-01,186995,7384,Juros cartao de credito
2015-08-01,172630,7384,Juros cartao de credito
2015-09-01,166345,7384,Juros cartao de credito
2015-10-01,161592,7384,Juros cartao de credito
2015-11-01,165963,7384,Juros cartao de credito
2015-12-01,193186,7384,Juros cartao de credito
2016-01-01,131253,7384,Juros cartao de credito
2016-02-01,122734,7384,Juros cartao de credito
2016-03-01,147641,7384,Juros cartao de credito
2016-04-01,132062,7384,Juros cartao de credito
2016-05-01,137429,7384,Juros cartao de credito
2016-06-01,139567,7384,Juros cartao de credito
2016-07-01,146578,7384,Juros cartao de credito
2016-08-01,148967,7384,Juros cartao de credito
2016-09-01,130997,7384,Juros cartao de credito
2016-10-01,132346,7384,Juros cartao de credito
2016-11-01,148675,7384,Juros cartao de credito
2016-12-01,169971,7384,Juros cartao de credito
2017-01-01,121378,7384,Juros cartao de credito
2017-02-01,112374,7384,Juros cartao de credito
2017-03-01,158055,7384,Juros cartao de credito
2017-04-01,131499,7384,Juros cartao de credito
2017-05-01,163284,7384,Juros cartao de credito
2017-06-01,161030,7384,Juros cartao de credito
2017-07-01,151677,7384,Juros cartao de credito
2017-08-01,180881,7384,Juros cartao de credito
2017-09-01,168008,7384,Juros cartao de credito
2017-10-01,166842,7384,Juros cartao de credito
2017-11-01,168888,7384,Juros cartao de credito
2017-12-01,171978,7384,Juros cartao de credito
2018-01-01,149041,7384,Juros cartao de credito
2018-02-01,129782,7384,Juros cartao de credito
2018-03-01,172842,7384,Juros cartao de credito
2018-04-01,178803,7384,Juros cartao de credito
2018-05-01,164415,7384,Juros cartao de credito
2018-06-01,163497,7384,Juros cartao de credito
2018-07-01,176047,7384,Juros cartao de credito
2018-08-01,203896,7384,Juros cartao de credito
2018-09-01,173174,7384,Juros cartao de credito
2018-10-01,208650,7384,Juros cartao de credito
2018-11-01,192120,7384,Juros cartao de credito
2018-12-01,189373,7384,Juros cartao de credito
2019-01-01,163779,7384,Juros cartao de credito
2019-02-01,162508,7384,Juros cartao de credito
2019-03-01,170450,7384,Juros cartao de credito
2019-04-01,189076,7384,Juros cartao de credito
2019-05-01,198756,7384,Juros cartao de credito
2019-06-01,181272,7384,Juros cartao de credito
2019-07-01,195828,7384,Juros cartao de credito
2019-08-01,195905,7384,Juros cartao de credito
2019-09-01,187780,7384,Juros cartao de credito
2019-10-01,204500,7384,Juros cartao de credito
2019-11-01,196737,7384,Juros cartao de credito
2019-12-01,215154,7384,Juros cartao de credito
2020-01-01,154556,7384,Juros cartao de credito
2020-02-01,165109,7384,Juros cartao de credito
2020-03-01,131230,7384,Juros cartao de credito
2020-04-01,39487,7384,Juros cartao de credito
2020-05-01,44133,7384,Juros cartao de credito
2020-06-01,102379,7384,Juros cartao de credito
2020-07-01,134927,7384,Juros cartao de credito
2020-08-01,142019,7384,Juros cartao de credito
2020-09-01,161071,7384,Juros cartao de credito
2020-10-01,168441,7384,Juros cartao de credito
2020-11-01,177550,7384,Juros cartao de credito
2020-12-01,194626,7384,Juros cartao de credito
2021-01-01,130778,7384,Juros cartao de credito
2021-02-01,128068,7384,Juros cartao de credito
2021-03-01,141914,7384,Juros cartao de credito
2021-04-01,127431,7384,Juros cartao de credito
2021-05-01,142645,7384,Juros cartao de credito
2021-06-01,133289,7384,Juros cartao de credito
2021-07-01,123573,7384,Juros cartao de credito
2021-08-01,119798,7384,Juros cartao de credito
2021-09-01,109053,7384,Juros cartao de credito
2021-10-01,119294,7384,Juros cartao de credito
2021-11-01,125948,7384,Juros cartao de credito
2021-12-01,156101,7384,Juros cartao de credito
2022-01-01,92204,7384,Juros cartao de credito
2022-02-01,100006,7384,Juros cartao de credito
2022-03-01,108217,7384,Juros cartao de credito
2022-04-01,109687,7384,Juros cartao de credito
2022-05-01,139458,7384,Juros cartao de credito
2022-06-01,133566,7384,Juros cartao de credito
2022-07-01,135509,7384,Juros cartao de credito
2022-08-01,155191,7384,Juros cartao de credito
2022-09-01,143193,7384,Juros cartao de credito
2022-10-01,136982,7384,Juros cartao de credito
2022-11-01,158752,7384,Juros cartao de credito
2022-12-01,164145,7384,Juros cartao de credito
2023-01-01,103858,7384,Juros cartao de credito
2023-02-01,95813,7384,Juros cartao de credito
2023-03-01,146165,7384,Juros cartao de credito
2023-04-01,118111,7384,Juros cartao de credito
2023-05-01,127460,7384,Juros cartao de credito
2023-06-01,141995,7384,Juros cartao de credito
2023-07-01,176717,7384,Juros cartao de credito
2023-08-01,153466,7384,Juros cartao de credito
2023-09-01,145668,7384,Juros cartao de credito
2023-10-01,163148,7384,Juros cartao de credito
2023-11-01,160679,7384,Juros cartao de credito
2023-12-01,187724,7384,Juros cartao de credito
2024-01-01,118490,7384,Juros cartao de credito
2024-02-01,120297,7384,Juros cartao de credito
2024-03-01,137867,7384,Juros cartao de credito
2024-04-01,164304,7384,Juros cartao de credito
2024-05-01,143991,7384,Juros cartao de credito
2024-06-01,163799,7384,Juros cartao de credito
2024-07-01,178045,7384,Juros cartao de credito
2024-08-01,170985,7384,Juros cartao de credito
2024-09-01,171640,7384,Juros cartao de credito
2024-10-01,195191,7384,Juros cartao de credito
2024-11-01,193718,7384,Juros cartao de credito
2024-12-01,189822,7384,Juros cartao de credito
