data,valor,serie,descricao
2024-03-01,3.84,13685,Provisao para creditos de liquidacao duvidosa
2024-04-01,3.87,13685,Provisao para creditos de liquidacao duvidosa
2024-05-01,3.92,13685,Provisao para creditos de liquidacao duvidosa
2024-06-01,3.79,13685,Provisao para creditos de liquidacao duvidosa
2024-07-01,3.75,13685,Provisao para creditos de liquidacao duvidosa
2024-08-01,3.78,13685,Provisao para creditos de liquidacao duvidosa
2024-09-01,3.75,13685,Provisao para creditos de liquidacao duvidosa
2024-10-01,3.7,13685,Provisao para creditos de liquidacao duvidosa
2024-11-01,3.62,13685,Provisao para creditos de liquidacao duvidosa
2024-12-01,3.55,13685,Provisao para creditos de liquidacao duvidosa
