data,valor,serie,descricao
2022-08-01,8.73,13522,Endividamento das famílias
2022-09-01,7.17,13522,Endividamento das famílias
2022-10-01,6.47,13522,Endividamento das famílias
2022-11-01,5.9,13522,Endividamento das famílias
2022-12-01,5.79,13522,Endividamento das famílias
2023-01-01,5.77,13522,Endividamento das famílias
2023-02-01,5.6,13522,Endividamento das famílias
2023-03-01,4.65,13522,Endividamento das famílias
2023-04-01,4.18,13522,Endividamento das famílias
2023-05-01,3.94,13522,Endividamento das famílias
2023-06-01,3.16,13522,Endividamento das famílias
2023-07-01,3.99,13522,Endividamento das famílias
2023-08-01,4.61,13522,Endividamento das famílias
2023-09-01,5.19,13522,Endividamento das famílias
2023-10-01,4.82,13522,Endividamento das famílias
2023-11-01,4.68,13522,Endividamento das famílias
2023-12-01,4.62,13522,Endividamento das famílias
2024-01-01,4.51,13522,Endividamento das famílias
2024-02-01,4.5,13522,Endividamento das famílias
2024-03-01,3.93,13522,Endividamento das famílias
2024-04-01,3.69,13522,Endividamento das famílias
2024-05-01,3.93,13522,Endividamento das famílias
2024-06-01,4.23,13522,Endividamento das famílias
2024-07-01,4.5,13522,Endividamento das famílias
2024-08-01,4.24,13522,Endividamento das famílias
2024-09-01,4.42,13522,Endividamento das famílias
2024-10-01,4.76,13522,Endividamento das famílias
2024-11-01,4.87,13522,Endividamento das famílias
2024-12-01,4.83,13522,Endividamento das famílias
