data,valor,serie,descricao
2015-01-01,1429389,20541,Concessoes de credito PJ
2015-02-01,1433032,20541,Concessoes de credito PJ
2015-03-01,1444396,20541,Concessoes de credito PJ
2015-04-01,1451934,20541,Concessoes de credito PJ
2015-05-01,1460513,20541,Concessoes de credito PJ
2015-06-01,1468594,20541,Concessoes de credito PJ
2015-07-01,1474065,20541,Concessoes de credito PJ
2015-08-01,1485288,20541,Concessoes de credito PJ
2015-09-01,1491765,20541,Concessoes de credito PJ
2015-10-01,1495315,20541,Concessoes de credito PJ
2015-11-01,1506927,20541,Concessoes de credito PJ
2015-12-01,1517384,20541,Concessoes de credito PJ
2016-01-01,1520633,20541,Concessoes de credito PJ
2016-02-01,1521543,20541,Concessoes de credito PJ
2016-03-01,1526320,20541,Concessoes de credito PJ
2016-04-01,1525115,20541,Concessoes de credito PJ
2016-05-01,1531794,20541,Concessoes de credito PJ
2016-06-01,1535496,20541,Concessoes de credito PJ
2016-07-01,1536902,20541,Concessoes de credito PJ
2016-08-01,1545536,20541,Concessoes de credito PJ
2016-09-01,1548943,20541,Concessoes de credito PJ
2016-10-01,1546649,20541,Concessoes de credito PJ
2016-11-01,1556985,20541,Concessoes de credito PJ
2016-12-01,1567459,20541,Concessoes de credito PJ
2017-01-01,1572865,20541,Concessoes de credito PJ
2017-02-01,1573869,20541,Concessoes de credito PJ
2017-03-01,1583060,20541,Concessoes de credito PJ
2017-04-01,1584786,20541,Concessoes de credito PJ
2017-05-01,1594997,20541,Concessoes de credito PJ
2017-06-01,1602729,20541,Concessoes de credito PJ
2017-07-01,1607453,20541,Concessoes de credito PJ
2017-08-01,1619271,20541,Concessoes de credito PJ
2017-09-01,1622920,20541,Concessoes de credito PJ
2017-10-01,1635059,20541,Concessoes de credito PJ
2017-11-01,1649750,20541,Concessoes de credito PJ
2017-12-01,1658714,20541,Concessoes de credito PJ
2018-01-01,1666801,20541,Concessoes de credito PJ
2018-02-01,1665440,20541,Concessoes de credito PJ
2018-03-01,1674850,20541,Concessoes de credito PJ
2018-04-01,1685171,20541,Concessoes de credito PJ
2018-05-01,1694157,20541,Concessoes de credito PJ
2018-06-01,1702054,20541,Concessoes de credito PJ
2018-07-01,1709381,20541,Concessoes de credito PJ
2018-08-01,1727715,20541,Concessoes de credito PJ
2018-09-01,1736442,20541,Concessoes de credito PJ
2018-10-01,1755273,20541,Concessoes de credito PJ
2018-11-01,1783344,20541,Concessoes de credito PJ
2018-12-01,1801739,20541,Concessoes de credito PJ
2019-01-01,1812785,20541,Concessoes de credito PJ
2019-02-01,1822145,20541,Concessoes de credito PJ
2019-03-01,1835214,20541,Concessoes de credito PJ
2019-04-01,1851479,20541,Concessoes de credito PJ
2019-05-01,1869587,20541,Concessoes de credito PJ
2019-06-01,1881250,20541,Concessoes de credito PJ
2019-07-01,1898176,20541,Concessoes de credito PJ
2019-08-01,1920681,20541,Concessoes de credito PJ
2019-09-01,1940168,20541,Concessoes de credito PJ
2019-10-01,1963605,20541,Concessoes de credito PJ
2019-11-01,1986910,20541,Concessoes de credito PJ
2019-12-01,2015994,20541,Concessoes de credito PJ
2020-01-01,2032571,20541,Concessoes de credito PJ
2020-02-01,2041600,20541,Concessoes de credito PJ
2020-03-01,2048038,20541,Concessoes de credito PJ
2020-04-01,2028719,20541,Concessoes de credito PJ
2020-05-01,2026822,20541,Concessoes de credito PJ
2020-06-01,2040209,20541,Concessoes de credito PJ
2020-07-01,2059494,20541,Concessoes de credito PJ
2020-08-01,2091204,20541,Concessoes de credito PJ
2020-09-01,2122170,20541,Concessoes de credito PJ
2020-10-01,2158151,20541,Concessoes de credito PJ
2020-11-01,2204823,20541,Concessoes de credito PJ
2020-12-01,2239152,20541,Concessoes de credito PJ
2021-01-01,2252298,20541,Concessoes de credito PJ
2021-02-01,2269640,20541,Concessoes de credito PJ
2021-03-01,2295877,20541,Concessoes de credito PJ
2021-04-01,2320817,20541,Concessoes de credito PJ
2021-05-01,2360372,20541,Concessoes de credito PJ
2021-06-01,2397429,20541,Concessoes de credito PJ
2021-07-01,2438686,20541,Concessoes de credito PJ
2021-08-01,2495054,20541,Concessoes de credito PJ
2021-09-01,2546936,20541,Concessoes de credito PJ
2021-10-01,2601017,20541,Concessoes de credito PJ
2021-11-01,2664395,20541,Concessoes de credito PJ
2021-12-01,2708461,20541,Concessoes de credito PJ
2022-01-01,2735096,20541,Concessoes de credito PJ
2022-02-01,2756295,20541,Concessoes de credito PJ
2022-03-01,2800464,20541,Concessoes de credito PJ
2022-04-01,2830420,20541,Concessoes de credito PJ
2022-05-01,2875671,20541,Concessoes de credito PJ
2022-06-01,2913035,20541,Concessoes de credito PJ
2022-07-01,2952207,20541,Concessoes de credito PJ
2022-08-01,3008528,20541,Concessoes de credito PJ
2022-09-01,3054969,20541,Concessoes de credito PJ
2022-10-01,3110134,20541,Concessoes de credito PJ
2022-11-01,3155345,20541,Concessoes de credito PJ
2022-12-01,3187833,20541,Concessoes de credito PJ
2023-01-01,3221831,20541,Concessoes de credito PJ
2023-02-01,3234845,20541,Concessoes de credito PJ
2023-03-01,3269910,20541,Concessoes de credito PJ
2023-04-01,3281308,20541,Concessoes de credito PJ
2023-05-01,3308178,20541,Concessoes de credito PJ
2023-06-01,3309846,20541,Concessoes de credito PJ
2023-07-01,3331330,20541,Concessoes de credito PJ
2023-08-01,3386405,20541,Concessoes de credito PJ
2023-09-01,3410769,20541,Concessoes de credito PJ
2023-10-01,3449000,20541,Concessoes de credito PJ
2023-11-01,3490337,20541,Concessoes de credito PJ
2023-12-01,3521672,20541,Concessoes de credito PJ
2024-01-01,3560345,20541,Concessoes de credito PJ
2024-02-01,3580652,20541,Concessoes de credito PJ
2024-03-01,3613967,20541,Concessoes de credito PJ
2024-04-01,3646659,20541,Concessoes de credito PJ
2024-05-01,3675652,20541,Concessoes de credito PJ
2024-06-01,3705041,20541,Concessoes de credito PJ
2024-07-01,3745844,20541,Concessoes de credito PJ
2024-08-01,3790900,20541,Concessoes de credito PJ
2024-09-01,3831700,20541,Concessoes de credito PJ
2024-10-01,3877584,20541,Concessoes de credito PJ
2024-11-01,3929668,20541,Concessoes de credito PJ
2024-12-01,3965425,20541,Concessoes de credito PJ
